,Weight
419,1.7311256815447762
420,1.7252939919455499
421,1.719462302346322
422,1.7136306127470946
423,1.7136306127470946
424,1.7136306127470946
425,1.7136306127470946
426,1.7136306127470946
427,1.7136306127470946
428,1.7136306127470946
429,1.7136306127470946
430,1.7136306127470946
431,1.7136306127470946
432,1.7136306127470946
433,1.7136306127470946
434,1.7136306127470946
435,1.7136306127470946
436,1.7136306127470946
437,1.7136306127470946
438,1.7136306127470946
439,1.7136306127470946
440,1.6886214059134472
441,1.6519488198813448
442,1.6519488198813448
443,1.6519488198813448
444,1.6461171302821174
445,1.6461171302821174
446,1.6461171302821174
447,1.6461171302821174
448,1.6461171302821174
449,1.6461171302821174
450,1.6461171302821174
451,1.6461171302821174
452,1.615276233849242
453,1.609444544250015
454,1.609444544250015
455,1.609444544250015
456,1.609444544250015
457,1.5960987166148222
458,1.572771958217913
459,1.572771958217913
460,1.553594440983492
461,1.5477627513842651
462,1.5419310617850377
463,1.5360993721858103
464,1.5360993721858103
465,1.5360993721858103
466,1.5360993721858103
467,1.5360993721858103
468,1.5360993721858103
469,1.5360993721858103
470,1.5360993721858103
471,1.5052584757529353
472,1.5052584757529353
473,1.5052584757529353
474,1.5052584757529353
475,1.5052584757529353
476,1.4994267861537078
477,1.4994267861537078
478,1.4994267861537078
479,1.4994267861537078
480,1.4994267861537078
481,1.4994267861537078
482,1.4994267861537078
483,1.4994267861537078
484,1.4994267861537078
485,1.4994267861537078
486,1.4994267861537078
487,1.4994267861537078
488,1.4994267861537078
489,1.4994267861537078
490,1.4994267861537078
491,1.4994267861537078
492,1.4994267861537078
493,1.4994267861537078
494,1.4994267861537078
495,1.4994267861537078
496,1.4994267861537078
497,1.4994267861537078
498,1.4994267861537078
499,1.4994267861537078
500,1.4994267861537078
501,1.4994267861537078
502,1.4994267861537078
503,1.4994267861537078
504,1.4994267861537078
505,1.4994267861537078
506,1.4994267861537078
507,1.47441757932006
508,1.4685858897208328
509,1.4685858897208328
510,1.4319133036887306
511,1.4319133036887306
512,1.3952407176566282
513,1.3952407176566282
514,1.3952407176566282
515,1.3952407176566282
516,1.3952407176566282
517,1.3952407176566282
518,1.3952407176566282
519,1.3877265796206633
520,1.3585681316245257
521,1.3585681316245257
522,1.3585681316245257
523,1.3585681316245257
524,1.3585681316245257
525,1.3585681316245257
526,1.3335589247908783
527,1.3277272351916507
528,1.3218955455924235
529,1.3218955455924235
530,1.3218955455924235
531,1.3218955455924235
532,1.3218955455924235
533,1.3218955455924235
534,1.3218955455924235
535,1.3218955455924235
536,1.3218955455924235
537,1.3218955455924235
538,1.3218955455924235
539,1.3218955455924235
540,1.308549717957231
541,1.3027180283580029
542,1.2968863387587757
543,1.2910546491595485
544,1.2910546491595485
545,1.2910546491595485
546,1.285222959560321
547,1.285222959560321
548,1.285222959560321
549,1.285222959560321
550,1.285222959560321
551,1.285222959560321
552,1.285222959560321
553,1.285222959560321
554,1.285222959560321
555,1.285222959560321
556,1.285222959560321
557,1.285222959560321
558,1.285222959560321
559,1.285222959560321
560,1.285222959560321
561,1.285222959560321
562,1.285222959560321
563,1.285222959560321
564,1.285222959560321
565,1.285222959560321
566,1.285222959560321
567,1.285222959560321
568,1.285222959560321
569,1.285222959560321
570,1.285222959560321
571,1.285222959560321
572,1.285222959560321
573,1.285222959560321
574,1.285222959560321
575,1.285222959560321
576,1.285222959560321
577,1.260213752726673
578,1.260213752726673
579,1.260213752726673
580,1.254382063127446
581,1.254382063127446
582,1.254382063127446
583,1.2177094770953438
584,1.2177094770953438
585,1.2177094770953438
586,1.2177094770953438
587,1.2177094770953438
588,1.1868685806624686
589,1.1810368910632412
590,1.1810368910632412
591,1.1810368910632412
592,1.1810368910632412
593,1.1810368910632412
594,1.1810368910632412
595,1.1810368910632412
596,1.1810368910632412
597,1.1810368910632412
598,1.1501959946303661
599,1.144364305031139
600,1.144364305031139
601,1.144364305031139
602,1.144364305031139
603,1.144364305031139
604,1.144364305031139
605,1.144364305031139
606,1.144364305031139
607,1.144364305031139
608,1.113523408598264
609,1.113523408598264
610,1.1076917189990365
611,1.1076917189990365
612,1.1076917189990365
613,1.1076917189990365
614,1.1076917189990365
615,1.1076917189990365
616,1.1076917189990365
617,1.1076917189990365
618,1.1076917189990365
619,1.1076917189990365
620,1.1076917189990365
621,1.1076917189990365
622,1.1076917189990365
623,1.1076917189990365
624,1.1076917189990365
625,1.1076917189990365
626,1.1076917189990365
627,1.1076917189990365
628,1.1076917189990365
629,1.1076917189990365
630,1.1076917189990365
631,1.0768508225661615
632,1.071019132966934
633,1.071019132966934
634,1.071019132966934
635,1.071019132966934
636,1.071019132966934
637,1.071019132966934
638,1.071019132966934
639,1.071019132966934
640,1.071019132966934
641,1.071019132966934
642,1.071019132966934
643,1.071019132966934
644,1.071019132966934
645,1.071019132966934
646,1.071019132966934
647,1.071019132966934
648,1.071019132966934
649,1.071019132966934
650,1.071019132966934
651,1.071019132966934
652,1.071019132966934
653,1.071019132966934
654,1.071019132966934
655,1.071019132966934
656,1.071019132966934
657,1.071019132966934
658,1.071019132966934
659,1.071019132966934
660,1.071019132966934
661,1.071019132966934
662,1.071019132966934
663,1.071019132966934
664,1.071019132966934
665,1.071019132966934
666,1.071019132966934
667,1.071019132966934
668,1.071019132966934
669,1.071019132966934
670,1.071019132966934
671,1.071019132966934
672,1.071019132966934
673,1.071019132966934
674,1.071019132966934
675,1.071019132966934
676,1.071019132966934
677,1.071019132966934
678,1.071019132966934
679,1.071019132966934
680,1.071019132966934
681,1.0151690297004117
682,1.0035056505019568
683,1.0035056505019568
684,1.0035056505019568
685,1.0035056505019568
686,0.9668330644698546
687,0.9668330644698546
688,0.9668330644698546
689,0.9668330644698546
690,0.9668330644698546
691,0.9668330644698546
692,0.9668330644698546
693,0.9668330644698546
694,0.9668330644698546
695,0.9359921680369795
696,0.9301604784377521
697,0.9301604784377521
698,0.9301604784377521
699,0.9301604784377521
700,0.9301604784377521
701,0.9301604784377521
702,0.9301604784377521
703,0.9301604784377521
704,0.9301604784377521
705,0.9109829612033317
706,0.899319582004877
707,0.899319582004877
708,0.899319582004877
709,0.899319582004877
710,0.8934878924056496
711,0.8934878924056496
712,0.8934878924056496
713,0.8934878924056496
714,0.8934878924056496
715,0.8934878924056496
716,0.8934878924056496
717,0.8934878924056496
718,0.8934878924056496
719,0.8934878924056496
720,0.8934878924056496
721,0.8934878924056496
722,0.8934878924056496
723,0.8934878924056496
724,0.8934878924056496
725,0.8934878924056496
726,0.8934878924056496
727,0.8934878924056496
728,0.8934878924056496
729,0.8934878924056496
730,0.8934878924056496
731,0.8934878924056496
732,0.8934878924056496
733,0.8934878924056496
734,0.8934878924056496
735,0.8934878924056496
736,0.8934878924056496
737,0.8934878924056496
738,0.8934878924056496
739,0.8934878924056496
740,0.8934878924056496
741,0.8934878924056496
742,0.8934878924056496
743,0.8934878924056496
744,0.8684786855720021
745,0.8626469959727749
746,0.8626469959727749
747,0.8626469959727749
748,0.8626469959727749
749,0.8626469959727749
750,0.8626469959727749
751,0.8626469959727749
752,0.8626469959727749
753,0.8626469959727749
754,0.8626469959727749
755,0.8626469959727749
756,0.8568153063735473
757,0.8568153063735473
758,0.8568153063735473
759,0.8568153063735473
760,0.8568153063735473
761,0.8568153063735473
762,0.8568153063735473
763,0.8568153063735473
764,0.8568153063735473
765,0.8568153063735473
766,0.8568153063735473
767,0.8568153063735473
768,0.8568153063735473
769,0.8568153063735473
770,0.8568153063735473
771,0.8568153063735473
772,0.8568153063735473
773,0.8568153063735473
774,0.8568153063735473
775,0.8568153063735473
776,0.8568153063735473
777,0.8568153063735473
778,0.8568153063735473
779,0.8568153063735473
780,0.8568153063735473
781,0.8568153063735473
782,0.8568153063735473
783,0.8568153063735473
784,0.8568153063735473
785,0.8568153063735473
786,0.8568153063735473
787,0.8568153063735473
788,0.8568153063735473
789,0.8568153063735473
790,0.8568153063735473
791,0.8568153063735473
792,0.8568153063735473
793,0.8568153063735473
794,0.8568153063735473
795,0.8568153063735473
796,0.8568153063735473
797,0.8568153063735473
798,0.8568153063735473
799,0.8568153063735473
800,0.8568153063735473
801,0.8568153063735473
802,0.8568153063735473
803,0.8568153063735473
804,0.8568153063735473
805,0.8568153063735473
806,0.8568153063735473
807,0.8568153063735473
808,0.8568153063735473
809,0.8568153063735473
810,0.8568153063735473
811,0.8568153063735473
812,0.8568153063735473
813,0.8568153063735473
814,0.8568153063735473
815,0.8568153063735473
816,0.8568153063735473
817,0.8568153063735473
818,0.8568153063735473
819,0.8568153063735473
820,0.8568153063735473
821,0.8568153063735473
822,0.8568153063735473
823,0.8568153063735473
824,0.8568153063735473
825,0.8568153063735473
826,0.8568153063735473
827,0.8568153063735473
828,0.8568153063735473
829,0.8568153063735473
830,0.8568153063735473
831,0.8568153063735473
832,0.8568153063735473
833,0.8568153063735473
834,0.8568153063735473
835,0.8568153063735473
836,0.8568153063735473
837,0.8568153063735473
838,0.8568153063735473
839,0.8568153063735473
840,0.8568153063735473
841,0.8568153063735473
842,0.8568153063735473
843,0.8568153063735473
844,0.8568153063735473
845,0.8568153063735473
846,0.8568153063735473
847,0.8568153063735473
848,0.8568153063735473
849,0.8568153063735473
850,0.8568153063735473
851,0.8568153063735473
852,0.8568153063735473
853,0.8568153063735473
854,0.8568153063735473
855,0.8568153063735473
856,0.8568153063735473
857,0.8259744099406724
858,0.8259744099406724
859,0.8259744099406724
860,0.8259744099406724
861,0.8259744099406724
862,0.8259744099406724
863,0.7951335135077974
864,0.7893018239085698
865,0.7893018239085698
866,0.7893018239085698
867,0.7584609274756949
868,0.7584609274756949
869,0.7584609274756949
870,0.7584609274756949
871,0.7584609274756949
872,0.7526292378764676
873,0.7526292378764676
874,0.7526292378764676
875,0.7526292378764676
876,0.7526292378764676
877,0.7526292378764676
878,0.7526292378764676
879,0.7526292378764676
880,0.7526292378764676
881,0.7526292378764676
882,0.7526292378764676
883,0.7526292378764676
884,0.7526292378764676
885,0.7526292378764676
886,0.7526292378764676
887,0.7526292378764676
888,0.7526292378764676
889,0.7276200310428197
890,0.7276200310428197
891,0.7217883414435926
892,0.7217883414435926
893,0.7159566518443653
894,0.7159566518443653
895,0.7159566518443653
896,0.7159566518443653
897,0.7159566518443653
898,0.7159566518443653
899,0.7159566518443653
900,0.7159566518443653
901,0.7159566518443653
902,0.7159566518443653
903,0.7159566518443653
904,0.7159566518443653
905,0.7159566518443653
906,0.7159566518443653
907,0.7159566518443653
908,0.7159566518443653
909,0.7159566518443653
910,0.7159566518443653
911,0.7159566518443653
912,0.6909474450107176
913,0.6851157554114904
914,0.6851157554114904
915,0.6792840658122629
916,0.6792840658122629
917,0.6792840658122629
918,0.6792840658122629
919,0.6792840658122629
920,0.6792840658122629
921,0.6792840658122629
922,0.6792840658122629
923,0.6792840658122629
924,0.6792840658122629
925,0.6792840658122629
926,0.6792840658122629
927,0.6792840658122629
928,0.6792840658122629
929,0.6792840658122629
930,0.6792840658122629
931,0.6792840658122629
932,0.6792840658122629
933,0.6792840658122629
934,0.6792840658122629
935,0.6792840658122629
936,0.6792840658122629
937,0.6792840658122629
938,0.6792840658122629
939,0.6792840658122629
940,0.6792840658122629
941,0.6792840658122629
942,0.6792840658122629
943,0.6792840658122629
944,0.6792840658122629
945,0.6792840658122629
946,0.6792840658122629
947,0.6792840658122629
948,0.6792840658122629
949,0.6792840658122629
950,0.6792840658122629
951,0.6792840658122629
952,0.6792840658122629
953,0.6792840658122629
954,0.6792840658122629
955,0.6792840658122629
956,0.6792840658122629
957,0.6792840658122629
958,0.6792840658122629
959,0.6792840658122629
960,0.6792840658122629
961,0.6792840658122629
962,0.6792840658122629
963,0.6792840658122629
964,0.6792840658122629
965,0.6792840658122629
966,0.6792840658122629
967,0.6792840658122629
968,0.6792840658122629
969,0.6792840658122629
970,0.6792840658122629
971,0.6792840658122629
972,0.6792840658122629
973,0.6792840658122629
974,0.6792840658122629
975,0.6792840658122629
976,0.6792840658122629
977,0.6792840658122629
978,0.6792840658122629
979,0.6792840658122629
980,0.6792840658122629
981,0.6792840658122629
982,0.6792840658122629
983,0.6792840658122629
984,0.6792840658122629
985,0.6542748589786155
986,0.6542748589786155
987,0.6542748589786155
988,0.6484431693793878
989,0.6484431693793878
990,0.6484431693793878
991,0.6426114797801605
992,0.6426114797801605
993,0.6426114797801605
994,0.6426114797801605
995,0.6426114797801605
996,0.6426114797801605
997,0.6426114797801605
998,0.6426114797801605
999,0.6426114797801605
1000,0.6426114797801605
1001,0.6426114797801605
1002,0.6426114797801605
1003,0.6426114797801605
1004,0.6426114797801605
1005,0.6426114797801605
1006,0.6426114797801605
1007,0.6426114797801605
1008,0.6426114797801605
1009,0.6426114797801605
1010,0.6426114797801605
1011,0.6426114797801605
1012,0.6426114797801605
1013,0.6426114797801605
1014,0.6426114797801605
1015,0.6426114797801605
1016,0.6426114797801605
1017,0.6426114797801605
1018,0.6426114797801605
1019,0.6426114797801605
1020,0.6426114797801605
1021,0.6426114797801605
1022,0.6426114797801605
1023,0.6426114797801605
1024,0.6426114797801605
1025,0.6426114797801605
1026,0.6426114797801605
1027,0.6426114797801605
1028,0.6426114797801605
1029,0.6426114797801605
1030,0.6426114797801605
1031,0.6426114797801605
1032,0.6426114797801605
1033,0.6426114797801605
1034,0.6426114797801605
1035,0.6426114797801605
1036,0.6426114797801605
1037,0.6426114797801605
1038,0.6426114797801605
1039,0.6426114797801605
1040,0.6426114797801605
1041,0.6426114797801605
1042,0.6426114797801605
1043,0.6426114797801605
1044,0.6426114797801605
1045,0.6426114797801605
1046,0.6426114797801605
1047,0.6426114797801605
1048,0.6426114797801605
1049,0.6426114797801605
1050,0.6426114797801605
1051,0.6426114797801605
1052,0.6426114797801605
1053,0.6426114797801605
1054,0.6426114797801605
1055,0.6426114797801605
1056,0.6426114797801605
1057,0.6426114797801605
1058,0.6426114797801605
1059,0.6426114797801605
1060,0.6426114797801605
1061,0.6426114797801605
1062,0.6426114797801605
1063,0.6426114797801605
1064,0.6426114797801605
1065,0.6426114797801605
1066,0.6426114797801605
1067,0.6426114797801605
1068,0.6426114797801605
1069,0.6426114797801605
1070,0.6426114797801605
1071,0.6426114797801605
1072,0.6426114797801605
1073,0.6426114797801605
1074,0.6426114797801605
1075,0.6426114797801605
1076,0.6426114797801605
1077,0.6426114797801605
1078,0.6426114797801605
1079,0.6426114797801605
1080,0.6426114797801605
1081,0.6426114797801605
1082,0.6426114797801605
1083,0.6426114797801605
1084,0.6426114797801605
1085,0.6426114797801605
1086,0.6426114797801605
1087,0.6426114797801605
1088,0.6426114797801605
1089,0.6426114797801605
1090,0.6426114797801605
1091,0.6426114797801605
1092,0.6426114797801605
1093,0.6426114797801605
1094,0.6426114797801605
1095,0.6426114797801605
1096,0.6426114797801605
1097,0.6426114797801605
1098,0.6426114797801605
1099,0.6426114797801605
1100,0.6426114797801605
1101,0.6426114797801605
1102,0.6426114797801605
1103,0.6426114797801605
1104,0.6426114797801605
1105,0.6426114797801605
1106,0.6426114797801605
1107,0.6426114797801605
1108,0.6426114797801605
1109,0.6426114797801605
1110,0.6426114797801605
1111,0.6426114797801605
1112,0.6426114797801605
1113,0.6426114797801605
1114,0.6426114797801605
1115,0.6426114797801605
1116,0.6426114797801605
1117,0.6426114797801605
1118,0.6426114797801605
1119,0.6426114797801605
1120,0.6426114797801605
1121,0.6426114797801605
1122,0.6426114797801605
1123,0.6426114797801605
1124,0.6426114797801605
1125,0.6426114797801605
1126,0.6426114797801605
1127,0.6426114797801605
1128,0.6426114797801605
1129,0.6426114797801605
1130,0.6426114797801605
1131,0.6426114797801605
1132,0.6426114797801605
1133,0.6426114797801605
1134,0.6426114797801605
1135,0.6426114797801605
1136,0.6426114797801605
1137,0.6426114797801605
1138,0.6426114797801605
1139,0.6426114797801605
1140,0.6426114797801605
1141,0.6426114797801605
1142,0.6426114797801605
1143,0.6426114797801605
1144,0.6426114797801605
1145,0.6426114797801605
1146,0.6426114797801605
1147,0.6426114797801605
1148,0.6426114797801605
1149,0.6426114797801605
1150,0.6426114797801605
1151,0.6426114797801605
1152,0.6426114797801605
1153,0.6426114797801605
1154,0.6426114797801605
1155,0.6426114797801605
1156,0.6426114797801605
1157,0.6426114797801605
1158,0.6426114797801605
1159,0.6426114797801605
1160,0.6426114797801605
1161,0.6426114797801605
1162,0.6426114797801605
1163,0.6426114797801605
1164,0.6426114797801605
1165,0.6426114797801605
1166,0.6426114797801605
1167,0.6426114797801605
1168,0.6426114797801605
1169,0.6426114797801605
1170,0.6426114797801605
1171,0.6426114797801605
1172,0.6426114797801605
1173,0.6426114797801605
1174,0.6426114797801605
1175,0.6426114797801605
1176,0.6426114797801605
1177,0.6426114797801605
1178,0.6426114797801605
1179,0.6426114797801605
1180,0.6426114797801605
1181,0.6426114797801605
1182,0.6426114797801605
1183,0.6426114797801605
1184,0.6176022729465127
1185,0.6117705833472855
1186,0.6117705833472855
1187,0.6117705833472855
1188,0.6042564453113201
1189,0.5867613765136378
1190,0.5750979973151831
1191,0.5750979973151831
1192,0.5750979973151831
1193,0.5750979973151831
1194,0.5750979973151831
1195,0.5750979973151831
1196,0.5750979973151831
1197,0.5750979973151831
1198,0.5750979973151831
1199,0.5750979973151831
1200,0.5750979973151831
1201,0.5750979973151831
1202,0.5500887904815354
1203,0.5500887904815354
1204,0.5442571008823079
1205,0.5384254112830807
1206,0.5384254112830807
1207,0.5384254112830807
1208,0.5384254112830807
1209,0.5384254112830807
1210,0.5384254112830807
1211,0.5384254112830807
1212,0.5384254112830807
1213,0.5384254112830807
1214,0.5384254112830807
1215,0.5384254112830807
1216,0.5075845148502058
1217,0.5075845148502058
1218,0.5075845148502058
1219,0.5017528252509784
1220,0.5017528252509784
1221,0.5017528252509784
1222,0.5017528252509784
1223,0.5017528252509784
1224,0.5017528252509784
1225,0.5017528252509784
1226,0.5017528252509784
1227,0.5017528252509784
1228,0.5017528252509784
1229,0.5017528252509784
1230,0.5017528252509784
1231,0.5017528252509784
1232,0.5017528252509784
1233,0.5017528252509784
1234,0.5017528252509784
1235,0.5017528252509784
1236,0.5017528252509784
1237,0.5017528252509784
1238,0.5017528252509784
1239,0.5017528252509784
1240,0.5017528252509784
1241,0.5017528252509784
1242,0.5017528252509784
1243,0.5017528252509784
1244,0.5017528252509784
1245,0.5017528252509784
1246,0.5017528252509784
1247,0.4709119288181033
1248,0.4709119288181033
1249,0.4709119288181033
1250,0.4709119288181033
1251,0.4709119288181033
1252,0.46508023921887603
1253,0.46508023921887603
1254,0.46508023921887603
1255,0.46508023921887603
1256,0.46508023921887603
1257,0.46508023921887603
1258,0.46508023921887603
1259,0.46508023921887603
1260,0.46508023921887603
1261,0.46508023921887603
1262,0.46508023921887603
1263,0.46508023921887603
1264,0.46508023921887603
1265,0.46508023921887603
1266,0.46508023921887603
1267,0.46508023921887603
1268,0.46508023921887603
1269,0.46508023921887603
1270,0.46508023921887603
1271,0.46508023921887603
1272,0.46508023921887603
1273,0.46508023921887603
1274,0.46508023921887603
1275,0.46508023921887603
1276,0.46508023921887603
1277,0.46508023921887603
